"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","contributing_genes"
"GO:1904659","D-glucose transmembrane transport","1/38","11/1871",0.0909090909090909,4.47607655502392,1.66441097980356,0.202538392756329,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:1905477","positive regulation of protein localization to membrane","1/38","11/1871",0.0909090909090909,4.47607655502392,1.66441097980356,0.202538392756329,0.682580091447175,0.67166273871995,"RAB11A",1,"RAB11A"
"GO:0016071","mRNA metabolic process","5/38","156/1871",0.032051282051282,1.57810391363023,1.08559420296855,0.205409352441542,0.682580091447175,0.67166273871995,"ACIN1/DDX46/GTPBP1/METTL16/GEMIN8",5,"ACIN1;DDX46;GTPBP1;METTL16;GEMIN8"
"GO:0007389","pattern specification process","2/38","42/1871",0.0476190476190476,2.34461152882206,1.26866217659553,0.209096131062454,0.682580091447175,0.67166273871995,"BMPR2/RARG",2,"BMPR2;RARG"
"GO:0010975","regulation of neuron projection development","2/38","42/1871",0.0476190476190476,2.34461152882206,1.26866217659553,0.209096131062454,0.682580091447175,0.67166273871995,"BMPR2/KREMEN1",2,"BMPR2;KREMEN1"
"GO:0048589","developmental growth","3/38","79/1871",0.0379746835443038,1.86975349766822,1.13703045162256,0.214327246186588,0.682580091447175,0.67166273871995,"SOS1/BMPR2/RARG",3,"SOS1;BMPR2;RARG"
"GO:0048609","multicellular organismal reproductive process","3/38","79/1871",0.0379746835443038,1.86975349766822,1.13703045162256,0.214327246186588,0.682580091447175,0.67166273871995,"SOS1/BMPR2/DEDD",3,"SOS1;BMPR2;DEDD"
"GO:0032101","regulation of response to external stimulus","4/38","118/1871",0.0338983050847458,1.66904549509367,1.08077941791008,0.214832677139206,0.682580091447175,0.67166273871995,"BMPR2/KREMEN1/C5/GIT1",4,"BMPR2;KREMEN1;C5;GIT1"
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process","7/38","243/1871",0.0288065843621399,1.41834524583063,1.00633399429272,0.215294871572062,0.682580091447175,0.67166273871995,"ACIN1/DEDD/ZNF469/ZMYND8/RARG/GIT1/METTL16",7,"ACIN1;DEDD;ZNF469;ZMYND8;RARG;GIT1;METTL16"
"GO:0000819","sister chromatid segregation","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"KIF22/RAB11A",2,"KIF22;RAB11A"
"GO:0015849","organic acid transport","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"SLC16A11/SLC43A1",2,"SLC16A11;SLC43A1"
"GO:0032970","regulation of actin filament-based process","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"FCHSD2/ARF1",2,"FCHSD2;ARF1"
"GO:0044057","regulation of system process","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"BMPR2/ZMYND8",2,"BMPR2;ZMYND8"
"GO:0046942","carboxylic acid transport","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"SLC16A11/SLC43A1",2,"SLC16A11;SLC43A1"
"GO:0070661","leukocyte proliferation","2/38","43/1871",0.0465116279069767,2.29008567931457,1.2319584352848,0.21663317772386,0.682580091447175,0.67166273871995,"SOS1/IMPDH2",2,"SOS1;IMPDH2"
"GO:0000387","spliceosomal snRNP assembly","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GEMIN8",1,"GEMIN8"
"GO:0002011","morphogenesis of an epithelial sheet","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SOS1",1,"SOS1"
"GO:0002065","columnar/cuboidal epithelial cell differentiation","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0002763","positive regulation of myeloid leukocyte differentiation","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"ACIN1",1,"ACIN1"
"GO:0003279","cardiac septum development","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0006626","protein targeting to mitochondrion","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"TOMM40",1,"TOMM40"
"GO:0007062","sister chromatid cohesion","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"KIF22",1,"KIF22"
"GO:0007269","neurotransmitter secretion","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0008643","carbohydrate transport","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:0008645","hexose transmembrane transport","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:0015749","monosaccharide transmembrane transport","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:0018279","protein N-linked glycosylation via asparagine","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"ALG8",1,"ALG8"
"GO:0030516","regulation of axon extension","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0031110","regulation of microtubule polymerization or depolymerization","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0032526","response to retinoic acid","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0034219","carbohydrate transmembrane transport","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:0034243","regulation of transcription elongation by RNA polymerase II","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"ZMYND8",1,"ZMYND8"
"GO:0045446","endothelial cell differentiation","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0070585","protein localization to mitochondrion","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"TOMM40",1,"TOMM40"
"GO:0070849","response to epidermal growth factor","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0071364","cellular response to epidermal growth factor stimulus","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0072665","protein localization to vacuole","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"LAMTOR4",1,"LAMTOR4"
"GO:0099643","signal release from synapse","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:1902475","L-alpha-amino acid transmembrane transport","1/38","12/1871",0.0833333333333333,4.1030701754386,1.55229369831686,0.218830619140877,0.682580091447175,0.67166273871995,"SLC43A1",1,"SLC43A1"
"GO:0003006","developmental process involved in reproduction","3/38","80/1871",0.0375,1.84638157894737,1.11376809329731,0.219717219828012,0.682580091447175,0.67166273871995,"BMPR2/DEDD/RARG",3,"BMPR2;DEDD;RARG"
"GO:0030036","actin cytoskeleton organization","3/38","80/1871",0.0375,1.84638157894737,1.11376809329731,0.219717219828012,0.682580091447175,0.67166273871995,"ALKBH4/FCHSD2/ARF1",3,"ALKBH4;FCHSD2;ARF1"
"GO:1901137","carbohydrate derivative biosynthetic process","3/38","80/1871",0.0375,1.84638157894737,1.11376809329731,0.219717219828012,0.682580091447175,0.67166273871995,"ALG8/BMPR2/IMPDH2",3,"ALG8;BMPR2;IMPDH2"
"GO:0016477","cell migration","5/38","161/1871",0.031055900621118,1.52909447531873,1.01083315609279,0.224152859455459,0.682580091447175,0.67166273871995,"SOS1/BMPR2/C5/ZMYND8/RAB11A",5,"SOS1;BMPR2;C5;ZMYND8;RAB11A"
"GO:0034330","cell junction organization","3/38","81/1871",0.037037037037037,1.82358674463938,1.0908290903044,0.225137365407384,0.682580091447175,0.67166273871995,"ARF1/ZMYND8/GIT1",3,"ARF1;ZMYND8;GIT1"
"GO:0042063","gliogenesis","2/38","45/1871",0.0444444444444444,2.18830409356725,1.16148828185833,0.231785644004596,0.682580091447175,0.67166273871995,"SOS1/PRX",2,"SOS1;PRX"
"GO:0010628","positive regulation of gene expression","5/38","163/1871",0.0306748466257669,1.51033257991605,0.981599962075576,0.2318049489832,0.682580091447175,0.67166273871995,"ALKBH4/BMPR2/C5/RARG/METTL16",5,"ALKBH4;BMPR2;C5;RARG;METTL16"
"GO:0001843","neural tube closure","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0001906","cell killing","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"C5",1,"C5"
"GO:0009156","ribonucleoside monophosphate biosynthetic process","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"IMPDH2",1,"IMPDH2"
"GO:0015804","neutral amino acid transport","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"SLC43A1",1,"SLC43A1"
"GO:0015807","L-amino acid transport","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"SLC43A1",1,"SLC43A1"
"GO:0016064","immunoglobulin mediated immune response","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"C5",1,"C5"
"GO:0016073","snRNA metabolic process","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"METTL16",1,"METTL16"
"GO:0043112","receptor metabolic process","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0045839","negative regulation of mitotic nuclear division","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"TOM1L2",1,"TOM1L2"
"GO:0048259","regulation of receptor-mediated endocytosis","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"ARF1",1,"ARF1"
"GO:0050921","positive regulation of chemotaxis","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0051148","negative regulation of muscle cell differentiation","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0051205","protein insertion into membrane","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"TOMM40",1,"TOMM40"
"GO:0060606","tube closure","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0071675","regulation of mononuclear cell migration","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"C5",1,"C5"
"GO:0072091","regulation of stem cell proliferation","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0090307","mitotic spindle assembly","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RAB11A",1,"RAB11A"
"GO:0141137","positive regulation of gene expression, epigenetic","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"ALKBH4",1,"ALKBH4"
"GO:1902017","regulation of cilium assembly","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RAB11A",1,"RAB11A"
"GO:1903578","regulation of ATP metabolic process","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:1990830","cellular response to leukemia inhibitory factor","1/38","13/1871",0.0769230769230769,3.78744939271255,1.45173444629839,0.23479857851293,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0061013","regulation of mRNA catabolic process","2/38","46/1871",0.0434782608695652,2.14073226544622,1.12761949654438,0.239393031485956,0.682580091447175,0.67166273871995,"GTPBP1/METTL16",2,"GTPBP1;METTL16"
"GO:1902105","regulation of leukocyte differentiation","2/38","46/1871",0.0434782608695652,2.14073226544622,1.12761949654438,0.239393031485956,0.682580091447175,0.67166273871995,"SOS1/ACIN1",2,"SOS1;ACIN1"
"GO:0008104","intracellular protein localization","8/38","296/1871",0.027027027027027,1.33072546230441,0.892698032860398,0.24331986941078,0.682580091447175,0.67166273871995,"LAMTOR4/TOM1L2/FCHSD2/ARF1/TOMM40/ZMYND8/GIT1/RAB11A",8,"LAMTOR4;TOM1L2;FCHSD2;ARF1;TOMM40;ZMYND8;GIT1;RAB11A"
"GO:1990778","protein localization to cell periphery","2/38","47/1871",0.0425531914893617,2.09518477043673,1.09459957949437,0.247016073743381,0.682580091447175,0.67166273871995,"GIT1/RAB11A",2,"GIT1;RAB11A"
"GO:0022402","cell cycle process","6/38","210/1871",0.0285714285714286,1.40676691729323,0.900537545704304,0.248383212794519,0.682580091447175,0.67166273871995,"ALKBH4/TOM1L2/KIF22/ARF1/GIT1/RAB11A",6,"ALKBH4;TOM1L2;KIF22;ARF1;GIT1;RAB11A"
"GO:0007166","cell surface receptor signaling pathway","8/38","298/1871",0.0268456375838926,1.32179441893324,0.872074620069011,0.249308143146073,0.682580091447175,0.67166273871995,"SOS1/BMPR2/DEDD/KREMEN1/C5/ZMYND8/RARG/GIT1",8,"SOS1;BMPR2;DEDD;KREMEN1;C5;ZMYND8;RARG;GIT1"
"GO:0001841","neural tube formation","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0003231","cardiac ventricle development","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0006140","regulation of nucleotide metabolic process","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0006356","regulation of transcription by RNA polymerase I","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"DEDD",1,"DEDD"
"GO:0006892","post-Golgi vesicle-mediated transport","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RAB11A",1,"RAB11A"
"GO:0007498","mesoderm development","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0008217","regulation of blood pressure","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"DEDD",1,"DEDD"
"GO:0009124","nucleoside monophosphate biosynthetic process","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"IMPDH2",1,"IMPDH2"
"GO:0014020","primary neural tube formation","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0019724","B cell mediated immunity","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"C5",1,"C5"
"GO:0022612","gland morphogenesis","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0030041","actin filament polymerization","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"FCHSD2",1,"FCHSD2"
"GO:0032467","positive regulation of cytokinesis","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RAB11A",1,"RAB11A"
"GO:0032784","regulation of DNA-templated transcription elongation","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"ZMYND8",1,"ZMYND8"
"GO:0033077","T cell differentiation in thymus","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"SOS1",1,"SOS1"
"GO:0035265","organ growth","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0046785","microtubule polymerization","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0051262","protein tetramerization","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"FARSA",1,"FARSA"
"GO:0051784","negative regulation of nuclear division","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"TOM1L2",1,"TOM1L2"
"GO:0071229","cellular response to acid chemical","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"LAMTOR4",1,"LAMTOR4"
"GO:0071230","cellular response to amino acid stimulus","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"LAMTOR4",1,"LAMTOR4"
"GO:1900542","regulation of purine nucleotide metabolic process","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:1990823","response to leukemia inhibitory factor","1/38","14/1871",0.0714285714285714,3.51691729323308,1.3606874518645,0.250448553764011,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0071363","cellular response to growth factor stimulus","3/38","87/1871",0.0344827586206897,1.6978221415608,0.959485278458513,0.258202438874221,0.682580091447175,0.67166273871995,"SOS1/BMPR2/GIT1",3,"SOS1;BMPR2;GIT1"
"GO:0006996","organelle organization","12/38","484/1871",0.0247933884297521,1.22074815137016,0.811919355386839,0.260397403465305,0.682580091447175,0.67166273871995,"ALKBH4/ACIN1/TOM1L2/KIF22/FCHSD2/ARF1/ZMYM4/TOMM40/TMEM39A/ZMYND8/GIT1/RAB11A",12,"ALKBH4;ACIN1;TOM1L2;KIF22;FCHSD2;ARF1;ZMYM4;TOMM40;TMEM39A;ZMYND8;GIT1;RAB11A"
"GO:0015031","protein transport","5/38","171/1871",0.0292397660818713,1.43967374576793,0.868231417440476,0.26319176809668,0.682580091447175,0.67166273871995,"TOM1L2/FCHSD2/ARF1/TOMM40/RAB11A",5,"TOM1L2;FCHSD2;ARF1;TOMM40;RAB11A"
"GO:0001776","leukocyte homeostasis","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"SOS1",1,"SOS1"
"GO:0001838","embryonic epithelial tube formation","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0003158","endothelium development","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0006970","response to osmotic stress","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"TSC22D2",1,"TSC22D2"
"GO:0008037","cell recognition","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0008064","regulation of actin polymerization or depolymerization","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"FCHSD2",1,"FCHSD2"
"GO:0009123","nucleoside monophosphate metabolic process","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"IMPDH2",1,"IMPDH2"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"IMPDH2",1,"IMPDH2"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"IMPDH2",1,"IMPDH2"
"GO:0017157","regulation of exocytosis","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0030832","regulation of actin filament length","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"FCHSD2",1,"FCHSD2"
"GO:0035150","regulation of tube size","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0035296","regulation of tube diameter","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0042129","regulation of T cell proliferation","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"SOS1",1,"SOS1"
"GO:0045055","regulated exocytosis","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0045069","regulation of viral genome replication","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"TMEM39A",1,"TMEM39A"
"GO:0048592","eye morphogenesis","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"RARG",1,"RARG"
"GO:0050770","regulation of axonogenesis","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0060041","retina development in camera-type eye","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0061387","regulation of extent of cell growth","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0097746","blood vessel diameter maintenance","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0099175","regulation of postsynapse organization","1/38","15/1871",0.0666666666666667,3.28245614035088,1.27758691043022,0.265786709368194,0.682580091447175,0.67166273871995,"ZMYND8",1,"ZMYND8"
"GO:1903047","mitotic cell cycle process","4/38","130/1871",0.0307692307692308,1.51497975708502,0.876180972727778,0.268794430768828,0.682580091447175,0.67166273871995,"TOM1L2/KIF22/ARF1/RAB11A",4,"TOM1L2;KIF22;ARF1;RAB11A"
"GO:0030029","actin filament-based process","3/38","89/1871",0.0337078651685393,1.65966883500887,0.917906593711931,0.26939413829666,0.682580091447175,0.67166273871995,"ALKBH4/FCHSD2/ARF1",3,"ALKBH4;FCHSD2;ARF1"
"GO:0007015","actin filament organization","2/38","50/1871",0.04,1.96947368421053,1.00022435054146,0.269943178833352,0.682580091447175,0.67166273871995,"FCHSD2/ARF1",2,"FCHSD2;ARF1"
"GO:0006753","nucleoside phosphate metabolic process","3/38","90/1871",0.0333333333333333,1.64122807017544,0.897497380532409,0.27501507391243,0.682580091447175,0.67166273871995,"GTPBP1/IMPDH2/GIT1",3,"GTPBP1;IMPDH2;GIT1"
"GO:0051960","regulation of nervous system development","2/38","51/1871",0.0392156862745098,1.93085655314757,0.970205033931926,0.277593548499351,0.682580091447175,0.67166273871995,"BMPR2/RARG",2,"BMPR2;RARG"
"GO:0001704","formation of primary germ layer","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0001942","hair follicle development","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"SOS1",1,"SOS1"
"GO:0002761","regulation of myeloid leukocyte differentiation","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"ACIN1",1,"ACIN1"
"GO:0007006","mitochondrial membrane organization","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"TOMM40",1,"TOMM40"
"GO:0007612","learning","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"GIT1",1,"GIT1"
"GO:0010232","vascular transport","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
"GO:0044272","sulfur compound biosynthetic process","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"METTL16",1,"METTL16"
"GO:0048675","axon extension","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"BMPR2",1,"BMPR2"
"GO:0090090","negative regulation of canonical Wnt signaling pathway","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"KREMEN1",1,"KREMEN1"
"GO:0150104","transport across blood-brain barrier","1/38","16/1871",0.0625,3.07730263157895,1.20121065195738,0.280819093551388,0.682580091447175,0.67166273871995,"SLC2A3",1,"SLC2A3"
