"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator","2/10","17/18860",0.117647058823529,221.882352941176,20.9852481729829,3.42671806499338e-05,0.0198749647769616,0.0100637298961385,"27063/200734",2
"GO:1901798","positive regulation of signal transduction by p53 class mediator","2/10","36/18860",0.0555555555555556,104.777777777778,14.355003842248,0.000157886778503327,0.0358724944951229,0.018164112457603,"27063/200734",2
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","2/10","39/18860",0.0512820512820513,96.7179487179487,13.7818650181624,0.000185547385319601,0.0358724944951229,0.018164112457603,"27063/200734",2
