"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043462","regulation of ATP-dependent activity","4/147","18/8855",0.222222222222222,13.3862433862434,6.83427815482822,0.000186123486254602,0.455081663713772,0.442539063436045,"PPIF/TP53/TOR1AIP1/UBLCP1",4
"GO:0045773","positive regulation of axon extension","4/147","21/8855",0.19047619047619,11.4739229024943,6.24323293408298,0.000350197509591206,0.455081663713772,0.442539063436045,"TNFRSF12A/LIMK1/MACF1/BMPR2",4
"GO:0038093","Fc receptor signaling pathway","4/147","27/8855",0.148148148148148,8.92416225749559,5.35763712776489,0.000950469907802154,0.546383527792934,0.531324537871179,"FYN/MAP2K7/LIMK1/SOS1",4
"GO:0050900","leukocyte migration","9/147","164/8855",0.0548780487804878,3.30574912891986,3.87229395591499,0.00159963382107359,0.546383527792934,0.531324537871179,"CD9/FYN/MADCAM1/RPS19/C5/CORO1C/SOS1/PREX1/TNFRSF18",9
"GO:0016072","rRNA metabolic process","10/147","203/8855",0.0492610837438424,2.96739385409336,3.68426016099343,0.0019976447884837,0.546383527792934,0.531324537871179,"RPS19/METTL16/EXOSC2/RPS6/TP53/DEDD/RPS21/RPS7/GEMIN4/TOP1",10
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","4/147","33/8855",0.121212121212121,7.3015873015873,4.71186258691535,0.00205168110188013,0.546383527792934,0.531324537871179,"TRIP6/EDAR/PDCD4/VCP",4
"GO:0003206","cardiac chamber morphogenesis","5/147","59/8855",0.0847457627118644,5.10492332526231,4.11014989779749,0.00286913276233755,0.546383527792934,0.531324537871179,"ID2/SOS1/TBX3/TP53/BMPR2",5
"GO:0002063","chondrocyte development","3/147","18/8855",0.166666666666667,10.0396825396825,4.98776771786588,0.00304621381438054,0.546383527792934,0.531324537871179,"SERPINH1/RARG/BMPR2",3
"GO:0043153","entrainment of circadian clock by photoperiod","3/147","18/8855",0.166666666666667,10.0396825396825,4.98776771786588,0.00304621381438054,0.546383527792934,0.531324537871179,"ID2/TP53/PER1",3
"GO:0048675","axon extension","5/147","61/8855",0.0819672131147541,4.93754879000781,4.00928427865576,0.00332045207057604,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/USP9X/MACF1/BMPR2",5
"GO:0032506","cytokinetic process","4/147","38/8855",0.105263157894737,6.34085213032581,4.2865821183385,0.00347129503082428,0.546383527792934,0.531324537871179,"RAB11A/SPIRE1/ARF1/ALKBH4",4
"GO:0060411","cardiac septum morphogenesis","4/147","38/8855",0.105263157894737,6.34085213032581,4.2865821183385,0.00347129503082428,0.546383527792934,0.531324537871179,"ID2/TBX3/TP53/BMPR2",4
"GO:0009648","photoperiodism","3/147","19/8855",0.157894736842105,9.51127819548872,4.82517366414808,0.00357374221533106,0.546383527792934,0.531324537871179,"ID2/TP53/PER1",3
"GO:0032780","negative regulation of ATP-dependent activity","2/147","6/8855",0.333333333333333,20.0793650793651,6.0738164277777,0.00393004925183913,0.546383527792934,0.531324537871179,"TP53/UBLCP1",2
"GO:0044528","regulation of mitochondrial mRNA stability","2/147","6/8855",0.333333333333333,20.0793650793651,6.0738164277777,0.00393004925183913,0.546383527792934,0.531324537871179,"TBRG4/FASTK",2
"GO:0046500","S-adenosylmethionine metabolic process","2/147","6/8855",0.333333333333333,20.0793650793651,6.0738164277777,0.00393004925183913,0.546383527792934,0.531324537871179,"AHCY/METTL16",2
"GO:0009649","entrainment of circadian clock","3/147","20/8855",0.15,9.03571428571429,4.67417990184662,0.00415372424313294,0.546383527792934,0.531324537871179,"ID2/TP53/PER1",3
"GO:0010632","regulation of epithelial cell migration","4/147","41/8855",0.0975609756097561,5.87688734030197,4.06646786315147,0.00458317218536237,0.546383527792934,0.531324537871179,"RAB11A/CORO1C/MACF1/BMPR2",4
"GO:0060412","ventricular septum morphogenesis","3/147","22/8855",0.136363636363636,8.21428571428571,4.40169330699758,0.0054768739773358,0.546383527792934,0.531324537871179,"ID2/TBX3/BMPR2",3
"GO:0071826","protein-RNA complex organization","8/147","162/8855",0.0493827160493827,2.97472075249853,3.2956992540647,0.00548766577988085,0.546383527792934,0.531324537871179,"GEMIN8/U2AF2/YJU2/RPS19/RPS6/DDX46/VCP/GEMIN4",8
"GO:0051310","metaphase chromosome alignment","5/147","69/8855",0.072463768115942,4.36507936507937,3.6458053121268,0.00564419845920335,0.546383527792934,0.531324537871179,"KIF22/RAB11A/BUB3/TRAPPC12/DYNC1H1",5
"GO:0008361","regulation of cell size","6/147","98/8855",0.0612244897959184,3.68804664723032,3.47649316613276,0.00568754079092951,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/MACF1/RARG/LAMTOR4/BMPR2",6
"GO:0050772","positive regulation of axonogenesis","4/147","44/8855",0.0909090909090909,5.47619047619048,3.86715440390588,0.00591280234266156,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/MACF1/BMPR2",4
"GO:0048736","appendage development","6/147","100/8855",0.06,3.61428571428571,3.41581381380107,0.00626994592875482,0.546383527792934,0.531324537871179,"FBXW4/TBX3/GNA12/RARG/KREMEN1/BMPR2",6
"GO:0060173","limb development","6/147","100/8855",0.06,3.61428571428571,3.41581381380107,0.00626994592875482,0.546383527792934,0.531324537871179,"FBXW4/TBX3/GNA12/RARG/KREMEN1/BMPR2",6
"GO:0030516","regulation of axon extension","4/147","45/8855",0.0888888888888889,5.35449735449735,3.80474495400272,0.00640741633766857,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/MACF1/BMPR2",4
"GO:0051148","negative regulation of muscle cell differentiation","4/147","45/8855",0.0888888888888889,5.35449735449735,3.80474495400272,0.00640741633766857,0.546383527792934,0.531324537871179,"NFATC3/ID2/PDCD4/BMPR2",4
"GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","2/147","8/8855",0.25,15.0595238095238,5.16876524018833,0.00717768818558056,0.546383527792934,0.531324537871179,"SERPINH1/RARG",2
"GO:0031125","rRNA 3'-end processing","2/147","8/8855",0.25,15.0595238095238,5.16876524018833,0.00717768818558056,0.546383527792934,0.531324537871179,"EXOSC2/RPS21",2
"GO:0046174","polyol catabolic process","2/147","8/8855",0.25,15.0595238095238,5.16876524018833,0.00717768818558056,0.546383527792934,0.531324537871179,"TPI1/NUDT3",2
"GO:1902950","regulation of dendritic spine maintenance","2/147","8/8855",0.25,15.0595238095238,5.16876524018833,0.00717768818558056,0.546383527792934,0.531324537871179,"FYN/ZMYND8",2
"GO:0071806","protein transmembrane transport","4/147","47/8855",0.0851063829787234,5.12664640324215,3.68533311357577,0.00747741893401258,0.546383527792934,0.531324537871179,"RAB11A/USP9X/TOMM40/CHCHD4",4
"GO:0048193","Golgi vesicle transport","9/147","207/8855",0.0434782608695652,2.61904761904762,3.06235948608671,0.00748630507912279,0.546383527792934,0.531324537871179,"RAB11A/KRT18/MACF1/SPIRE1/VCP/LMAN2/TRAPPC12/LAMP1/AP5Z1",9
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","6/147","107/8855",0.0560747663551402,3.37783711615487,3.21505805465902,0.00865249843072993,0.546383527792934,0.531324537871179,"KEAP1/USP9X/GNA12/VCP/GABARAP/RPS7",6
"GO:0043467","regulation of generation of precursor metabolites and energy","5/147","77/8855",0.0649350649350649,3.91156462585034,3.33382826720052,0.00893149623524414,0.546383527792934,0.531324537871179,"PPIF/GIT1/TP53/VCP/CXXC5",5
"GO:0061323","cell proliferation involved in heart morphogenesis","2/147","9/8855",0.222222222222222,13.3862433862434,4.83010545492254,0.00912847865435405,0.546383527792934,0.531324537871179,"TBX3/BMPR2",2
"GO:1905064","negative regulation of vascular associated smooth muscle cell differentiation","2/147","9/8855",0.222222222222222,13.3862433862434,4.83010545492254,0.00912847865435405,0.546383527792934,0.531324537871179,"NFATC3/PDCD4",2
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis","2/147","9/8855",0.222222222222222,13.3862433862434,4.83010545492254,0.00912847865435405,0.546383527792934,0.531324537871179,"TBX3/BMPR2",2
"GO:0003229","ventricular cardiac muscle tissue development","3/147","27/8855",0.111111111111111,6.69312169312169,3.84919934307257,0.00979285768122513,0.546383527792934,0.531324537871179,"MBD3/ID2/TBX3",3
"GO:0062237","protein localization to postsynapse","3/147","27/8855",0.111111111111111,6.69312169312169,3.84919934307257,0.00979285768122513,0.546383527792934,0.531324537871179,"RAB11A/GIT1/GABARAP",3
"GO:1903539","protein localization to postsynaptic membrane","3/147","27/8855",0.111111111111111,6.69312169312169,3.84919934307257,0.00979285768122513,0.546383527792934,0.531324537871179,"RAB11A/GIT1/GABARAP",3
"GO:0007623","circadian rhythm","6/147","110/8855",0.0545454545454545,3.28571428571429,3.13406207662619,0.0098499756178931,0.546383527792934,0.531324537871179,"ID2/USP9X/TP53/IMPDH2/PER1/TOP1",6
"GO:0072657","protein localization to membrane","10/147","257/8855",0.0389105058365759,2.34389475634612,2.84054920500848,0.0104023366693474,0.546383527792934,0.531324537871179,"FYN/MADCAM1/ZMYND8/RAB11A/GIT1/KRT18/MACF1/NMT1/TSPAN5/GABARAP",10
"GO:1901222","regulation of non-canonical NF-kappaB signal transduction","4/147","52/8855",0.0769230769230769,4.63369963369963,3.41432267288653,0.0106500183470387,0.546383527792934,0.531324537871179,"TRIP6/EDAR/PDCD4/VCP",4
"GO:0099024","plasma membrane invagination","3/147","28/8855",0.107142857142857,6.45408163265306,3.75546139773791,0.0108366360512895,0.546383527792934,0.531324537871179,"SPIRE1/ARF1/ALKBH4",3
"GO:0050000","chromosome localization","5/147","81/8855",0.0617283950617284,3.71840094062316,3.19320221767235,0.0109898469655209,0.546383527792934,0.531324537871179,"KIF22/RAB11A/BUB3/TRAPPC12/DYNC1H1",5
"GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","2/147","10/8855",0.2,12.047619047619,4.54139196826926,0.0112871443057669,0.546383527792934,0.531324537871179,"SERPINH1/RARG",2
"GO:0007028","cytoplasm organization","2/147","10/8855",0.2,12.047619047619,4.54139196826926,0.0112871443057669,0.546383527792934,0.531324537871179,"SOS1/ETV6",2
"GO:1902916","positive regulation of protein polyubiquitination","2/147","10/8855",0.2,12.047619047619,4.54139196826926,0.0112871443057669,0.546383527792934,0.531324537871179,"UBE2V2/GABARAP",2
"GO:0060349","bone morphogenesis","4/147","53/8855",0.0754716981132075,4.54627133872417,3.36425131440104,0.0113740537804385,0.546383527792934,0.531324537871179,"FOXN3/SERPINH1/RARG/BMPR2",4
"GO:0043001","Golgi to plasma membrane protein transport","3/147","29/8855",0.103448275862069,6.23152709359606,3.66618800565643,0.0119423674716848,0.546383527792934,0.531324537871179,"RAB11A/KRT18/MACF1",3
"GO:1905517","macrophage migration","3/147","29/8855",0.103448275862069,6.23152709359606,3.66618800565643,0.0119423674716848,0.546383527792934,0.531324537871179,"CD9/C5/CORO1C",3
"GO:0061387","regulation of extent of cell growth","4/147","54/8855",0.0740740740740741,4.4620811287478,3.31541063414102,0.012129062663292,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/MACF1/BMPR2",4
"GO:0003205","cardiac chamber development","5/147","83/8855",0.0602409638554217,3.62880091795754,3.12619920595089,0.0121314339320022,0.546383527792934,0.531324537871179,"ID2/SOS1/TBX3/TP53/BMPR2",5
"GO:0002181","cytoplasmic translation","7/147","150/8855",0.0466666666666667,2.81111111111111,2.90653497157416,0.0123389254788325,0.546383527792934,0.531324537871179,"GTPBP1/RPS19/RPL34/RPS6/RPL29/RPS21/RPS7",7
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","5/147","84/8855",0.0595238095238095,3.58560090702948,3.0934691903171,0.0127313585417807,0.546383527792934,0.531324537871179,"KEAP1/USP9X/GNA12/VCP/GABARAP",5
"GO:0048588","developmental cell growth","6/147","117/8855",0.0512820512820513,3.08913308913309,2.95544059581017,0.0130958912067863,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/USP9X/MACF1/RARG/BMPR2",6
"GO:0045010","actin nucleation","3/147","30/8855",0.1,6.02380952380952,3.58101096849419,0.0131106281055202,0.546383527792934,0.531324537871179,"SPIRE1/FCHSD2/ARF1",3
"GO:0048662","negative regulation of smooth muscle cell proliferation","3/147","30/8855",0.1,6.02380952380952,3.58101096849419,0.0131106281055202,0.546383527792934,0.531324537871179,"GNA12/PDCD4/BMPR2",3
"GO:0038095","Fc-epsilon receptor signaling pathway","2/147","11/8855",0.181818181818182,10.952380952381,4.2910955294539,0.0136463417390049,0.546383527792934,0.531324537871179,"MAP2K7/SOS1",2
"GO:0010631","epithelial cell migration","4/147","57/8855",0.0701754385964912,4.22723475355054,3.17574207336333,0.0145843340532178,0.546383527792934,0.531324537871179,"RAB11A/CORO1C/MACF1/BMPR2",4
"GO:0090132","epithelium migration","4/147","57/8855",0.0701754385964912,4.22723475355054,3.17574207336333,0.0145843340532178,0.546383527792934,0.531324537871179,"RAB11A/CORO1C/MACF1/BMPR2",4
"GO:0022613","ribonucleoprotein complex biogenesis","12/147","354/8855",0.0338983050847458,2.04196933010492,2.59950570458891,0.0146098029581096,0.546383527792934,0.531324537871179,"GEMIN8/U2AF2/YJU2/RPS19/METTL16/EXOSC2/RPS6/DDX46/LTO1/RPS21/RPS7/GEMIN4",12
"GO:0022618","protein-RNA complex assembly","7/147","156/8855",0.0448717948717949,2.70299145299145,2.78810623793738,0.0150495815987313,0.546383527792934,0.531324537871179,"GEMIN8/U2AF2/YJU2/RPS19/RPS6/DDX46/GEMIN4",7
"GO:0048511","rhythmic process","7/147","156/8855",0.0448717948717949,2.70299145299145,2.78810623793738,0.0150495815987313,0.546383527792934,0.531324537871179,"ID2/USP9X/TP53/TEF/IMPDH2/PER1/TOP1",7
"GO:0010324","membrane invagination","3/147","32/8855",0.09375,5.64732142857143,3.42167515789939,0.0156366316782774,0.546383527792934,0.531324537871179,"SPIRE1/ARF1/ALKBH4",3
"GO:0000028","ribosomal small subunit assembly","2/147","12/8855",0.166666666666667,10.0396825396825,4.07111345399682,0.0161989112006638,0.546383527792934,0.531324537871179,"RPS19/RPS6",2
"GO:0034501","protein localization to kinetochore","2/147","12/8855",0.166666666666667,10.0396825396825,4.07111345399682,0.0161989112006638,0.546383527792934,0.531324537871179,"BUB3/TRAPPC12",2
"GO:1903083","protein localization to condensed chromosome","2/147","12/8855",0.166666666666667,10.0396825396825,4.07111345399682,0.0161989112006638,0.546383527792934,0.531324537871179,"BUB3/TRAPPC12",2
"GO:0090130","tissue migration","4/147","59/8855",0.0677966101694915,4.08393866020985,3.08786526926547,0.0163837956745243,0.546383527792934,0.531324537871179,"RAB11A/CORO1C/MACF1/BMPR2",4
"GO:0031929","TOR signaling","6/147","123/8855",0.0487804878048781,2.93844367015099,2.81266554697115,0.0164217463285013,0.546383527792934,0.531324537871179,"PREX1/USP9X/NMT1/RPS6/GNA12/LAMTOR4",6
"GO:0018279","protein N-linked glycosylation via asparagine","3/147","33/8855",0.0909090909090909,5.47619047619048,3.34696536400536,0.0169951267359171,0.546383527792934,0.531324537871179,"ALG8/DPAGT1/OST4",3
"GO:0060350","endochondral bone morphogenesis","3/147","33/8855",0.0909090909090909,5.47619047619048,3.34696536400536,0.0169951267359171,0.546383527792934,0.531324537871179,"SERPINH1/RARG/BMPR2",3
"GO:0003279","cardiac septum development","4/147","60/8855",0.0666666666666667,4.01587301587302,3.04536933823842,0.0173334349438281,0.546383527792934,0.531324537871179,"ID2/TBX3/TP53/BMPR2",4
"GO:0071674","mononuclear cell migration","5/147","92/8855",0.0543478260869565,3.27380952380952,2.84833328536358,0.0182658925802745,0.546383527792934,0.531324537871179,"CD9/MADCAM1/RPS19/C5/CORO1C",5
"GO:1990138","neuron projection extension","5/147","92/8855",0.0543478260869565,3.27380952380952,2.84833328536358,0.0182658925802745,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/USP9X/MACF1/BMPR2",5
"GO:0002931","response to ischemia","3/147","34/8855",0.0882352941176471,5.31512605042017,3.27524091034993,0.0184176615412663,0.546383527792934,0.531324537871179,"PPIF/SOS1/TP53",3
"GO:0045980","negative regulation of nucleotide metabolic process","2/147","13/8855",0.153846153846154,9.26739926739927,3.87556075005871,0.0189378725787452,0.546383527792934,0.531324537871179,"GIT1/TP53",2
"GO:0051151","negative regulation of smooth muscle cell differentiation","2/147","13/8855",0.153846153846154,9.26739926739927,3.87556075005871,0.0189378725787452,0.546383527792934,0.531324537871179,"NFATC3/PDCD4",2
"GO:0071243","cellular response to arsenic-containing substance","2/147","13/8855",0.153846153846154,9.26739926739927,3.87556075005871,0.0189378725787452,0.546383527792934,0.531324537871179,"PPIF/VCP",2
"GO:1900543","negative regulation of purine nucleotide metabolic process","2/147","13/8855",0.153846153846154,9.26739926739927,3.87556075005871,0.0189378725787452,0.546383527792934,0.531324537871179,"GIT1/TP53",2
"GO:0097529","myeloid leukocyte migration","5/147","93/8855",0.0537634408602151,3.23860727086534,2.81959658476175,0.0190534175486052,0.546383527792934,0.531324537871179,"CD9/RPS19/C5/CORO1C/PREX1",5
"GO:0030307","positive regulation of cell growth","5/147","94/8855",0.0531914893617021,3.20415400202634,2.79124679624706,0.0198630003821793,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/MACF1/EXOSC2/BMPR2",5
"GO:0002763","positive regulation of myeloid leukocyte differentiation","3/147","35/8855",0.0857142857142857,5.16326530612245,3.20629171646671,0.0199044309452615,0.546383527792934,0.531324537871179,"ACIN1/CORO1C/ID2",3
"GO:0009303","rRNA transcription","3/147","35/8855",0.0857142857142857,5.16326530612245,3.20629171646671,0.0199044309452615,0.546383527792934,0.531324537871179,"TP53/DEDD/TOP1",3
"GO:0009895","negative regulation of catabolic process","9/147","244/8855",0.0368852459016393,2.22189695550351,2.51461740538831,0.0202321848900664,0.546383527792934,0.531324537871179,"FYN/GIT1/USP9X/METTL16/TP53/DEDD/FMC1/RPS7/TMEM39A",9
"GO:0060560","developmental growth involved in morphogenesis","6/147","130/8855",0.0461538461538462,2.78021978021978,2.65663442856345,0.0209909423569349,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/USP9X/MACF1/RARG/BMPR2",6
"GO:0006364","rRNA processing","7/147","168/8855",0.0416666666666667,2.50992063492063,2.56710165349582,0.0217010719054131,0.546383527792934,0.531324537871179,"RPS19/METTL16/EXOSC2/RPS6/RPS21/RPS7/GEMIN4",7
"GO:0031346","positive regulation of cell projection organization","8/147","207/8855",0.0386473429951691,2.32804232804233,2.51193539545021,0.0218310875702271,0.546383527792934,0.531324537871179,"TNFRSF12A/FYN/ZMYND8/RAB11A/LIMK1/CORO1C/MACF1/BMPR2",8
"GO:0090398","cellular senescence","4/147","65/8855",0.0615384615384615,3.70695970695971,2.84585814341888,0.0225936314886916,0.546383527792934,0.531324537871179,"MAP2K7/ID2/TBX3/TP53",4
"GO:0032535","regulation of cellular component size","8/147","209/8855",0.0382775119617225,2.30576441102757,2.48198739223622,0.0229704951121181,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/PREX1/MACF1/FCHSD2/RARG/LAMTOR4/BMPR2",8
"GO:0097120","receptor localization to synapse","3/147","38/8855",0.0789473684210526,4.75563909774436,3.01428592413432,0.0247511051024638,0.546383527792934,0.531324537871179,"RAB11A/GIT1/GABARAP",3
"GO:0042752","regulation of circadian rhythm","4/147","67/8855",0.0597014925373134,3.59630419331912,2.7715145825755,0.0249417945143565,0.546383527792934,0.531324537871179,"ID2/USP9X/TP53/PER1",4
"GO:0003161","cardiac conduction system development","2/147","15/8855",0.133333333333333,8.03174603174603,3.54121169480504,0.0249479253724714,0.546383527792934,0.531324537871179,"ID2/TBX3",2
"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","2/147","15/8855",0.133333333333333,8.03174603174603,3.54121169480504,0.0249479253724714,0.546383527792934,0.531324537871179,"FCHSD2/ARF1",2
"GO:1902914","regulation of protein polyubiquitination","2/147","15/8855",0.133333333333333,8.03174603174603,3.54121169480504,0.0249479253724714,0.546383527792934,0.531324537871179,"UBE2V2/GABARAP",2
"GO:1905063","regulation of vascular associated smooth muscle cell differentiation","2/147","15/8855",0.133333333333333,8.03174603174603,3.54121169480504,0.0249479253724714,0.546383527792934,0.531324537871179,"NFATC3/PDCD4",2
"GO:2000647","negative regulation of stem cell proliferation","2/147","15/8855",0.133333333333333,8.03174603174603,3.54121169480504,0.0249479253724714,0.546383527792934,0.531324537871179,"TP53/RARG",2
"GO:1903320","regulation of protein modification by small protein conjugation or removal","6/147","136/8855",0.0441176470588235,2.65756302521008,2.53090230797784,0.0255383309842011,0.546383527792934,0.531324537871179,"FYN/U2AF2/VCP/UBE2V2/GABARAP/RPS7",6
"GO:0003007","heart morphogenesis","6/147","137/8855",0.0437956204379562,2.63816475495308,2.51060647821824,0.0263552712717393,0.546383527792934,0.531324537871179,"ID2/SOS1/TBX3/TP53/PDCD4/BMPR2",6
"GO:0019320","hexose catabolic process","3/147","39/8855",0.0769230769230769,4.63369963369963,2.95470926437282,0.0264954606348759,0.546383527792934,0.531324537871179,"TPI1/TP53/MPI",3
"GO:0035418","protein localization to synapse","3/147","39/8855",0.0769230769230769,4.63369963369963,2.95470926437282,0.0264954606348759,0.546383527792934,0.531324537871179,"RAB11A/GIT1/GABARAP",3
"GO:0051145","smooth muscle cell differentiation","3/147","39/8855",0.0769230769230769,4.63369963369963,2.95470926437282,0.0264954606348759,0.546383527792934,0.531324537871179,"NFATC3/TBX3/PDCD4",3
"GO:0006163","purine nucleotide metabolic process","9/147","257/8855",0.0350194552529183,2.10950528071151,2.34512734586941,0.0271832377006142,0.546383527792934,0.531324537871179,"GTPBP1/GIT1/TPI1/OLA1/TP53/MDH2/VCP/IMPDH2/NUDT3",9
"GO:0021782","glial cell development","4/147","69/8855",0.0579710144927536,3.49206349206349,2.69995959435806,0.0274321879466934,0.546383527792934,0.531324537871179,"CD9/PRX/ID2/SOS1",4
"GO:0030326","embryonic limb morphogenesis","4/147","69/8855",0.0579710144927536,3.49206349206349,2.69995959435806,0.0274321879466934,0.546383527792934,0.531324537871179,"FBXW4/TBX3/GNA12/RARG",4
"GO:0035113","embryonic appendage morphogenesis","4/147","69/8855",0.0579710144927536,3.49206349206349,2.69995959435806,0.0274321879466934,0.546383527792934,0.531324537871179,"FBXW4/TBX3/GNA12/RARG",4
"GO:0003209","cardiac atrium morphogenesis","2/147","16/8855",0.125,7.52976190476191,3.39644812792849,0.0282059198414816,0.546383527792934,0.531324537871179,"SOS1/BMPR2",2
"GO:0071542","dopaminergic neuron differentiation","2/147","16/8855",0.125,7.52976190476191,3.39644812792849,0.0282059198414816,0.546383527792934,0.531324537871179,"ID2/FMC1",2
"GO:0097062","dendritic spine maintenance","2/147","16/8855",0.125,7.52976190476191,3.39644812792849,0.0282059198414816,0.546383527792934,0.531324537871179,"FYN/ZMYND8",2
"GO:0043954","cellular component maintenance","3/147","40/8855",0.075,4.51785714285714,2.89711845413142,0.0283040733412146,0.546383527792934,0.531324537871179,"FYN/ZMYND8/GIT1",3
"GO:0048332","mesoderm morphogenesis","3/147","40/8855",0.075,4.51785714285714,2.89711845413142,0.0283040733412146,0.546383527792934,0.531324537871179,"AHDC1/TBX3/BMPR2",3
"GO:0032006","regulation of TOR signaling","5/147","104/8855",0.0480769230769231,2.89606227106227,2.52702559215955,0.029216629309448,0.546383527792934,0.531324537871179,"PREX1/USP9X/NMT1/GNA12/LAMTOR4",5
"GO:1901873","regulation of post-translational protein modification","6/147","141/8855",0.0425531914893617,2.56332320162107,2.43118925659425,0.0297966108929725,0.546383527792934,0.531324537871179,"FYN/U2AF2/VCP/UBE2V2/GABARAP/RPS7",6
"GO:0048660","regulation of smooth muscle cell proliferation","4/147","71/8855",0.0563380281690141,3.39369550637156,2.63100171586367,0.0300662446358612,0.546383527792934,0.531324537871179,"ID2/GNA12/PDCD4/BMPR2",4
"GO:0072089","stem cell proliferation","4/147","71/8855",0.0563380281690141,3.39369550637156,2.63100171586367,0.0300662446358612,0.546383527792934,0.531324537871179,"TBX3/ETV6/TP53/RARG",4
"GO:0003281","ventricular septum development","3/147","41/8855",0.0731707317073171,4.40766550522648,2.84139478696985,0.0301767760640451,0.546383527792934,0.531324537871179,"ID2/TBX3/BMPR2",3
"GO:0031396","regulation of protein ubiquitination","5/147","105/8855",0.0476190476190476,2.86848072562358,2.5023523481386,0.030281725845274,0.546383527792934,0.531324537871179,"FYN/U2AF2/UBE2V2/GABARAP/RPS7",5
"GO:0048863","stem cell differentiation","6/147","142/8855",0.0422535211267606,2.54527162977867,2.41176152463688,0.0307009543554074,0.546383527792934,0.531324537871179,"MBD3/CORO1C/TBX3/TP53/RPS7/BMPR2",6
"GO:0061564","axon development","9/147","264/8855",0.0340909090909091,2.05357142857143,2.2579447170589,0.0315565451213065,0.546383527792934,0.531324537871179,"TNFRSF12A/FYN/LIMK1/SOS1/USP9X/MACF1/KREMEN1/BMPR2/AP5Z1",9
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"ALG8/DPAGT1",2
"GO:0035116","embryonic hindlimb morphogenesis","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"TBX3/RARG",2
"GO:0046039","GTP metabolic process","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"GTPBP1/IMPDH2",2
"GO:0070536","protein K63-linked deubiquitination","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"USP9X/VCP",2
"GO:0097106","postsynaptic density organization","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"ZMYND8/GIT1",2
"GO:0099633","protein localization to postsynaptic specialization membrane","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"GIT1/GABARAP",2
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"GIT1/GABARAP",2
"GO:1901889","negative regulation of cell junction assembly","2/147","17/8855",0.117647058823529,7.08683473389356,3.26368464564856,0.031624104874609,0.546383527792934,0.531324537871179,"CORO1C/RPS6",2
"GO:0031397","negative regulation of protein ubiquitination","3/147","42/8855",0.0714285714285714,4.30272108843537,2.78742939523755,0.0321133502696635,0.546383527792934,0.531324537871179,"FYN/U2AF2/RPS7",3
"GO:0046365","monosaccharide catabolic process","3/147","42/8855",0.0714285714285714,4.30272108843537,2.78742939523755,0.0321133502696635,0.546383527792934,0.531324537871179,"TPI1/TP53/MPI",3
"GO:0060021","roof of mouth development","3/147","42/8855",0.0714285714285714,4.30272108843537,2.78742939523755,0.0321133502696635,0.546383527792934,0.531324537871179,"SOS1/TBX3/ANP32B",3
"GO:0061951","establishment of protein localization to plasma membrane","3/147","42/8855",0.0714285714285714,4.30272108843537,2.78742939523755,0.0321133502696635,0.546383527792934,0.531324537871179,"RAB11A/KRT18/MACF1",3
"GO:0090066","regulation of anatomical structure size","9/147","265/8855",0.0339622641509434,2.04582210242588,2.24570852194381,0.0322191648619726,0.546383527792934,0.531324537871179,"TNFRSF12A/LIMK1/PREX1/MACF1/FCHSD2/ADRA1B/RARG/LAMTOR4/BMPR2",9
"GO:0046496","nicotinamide nucleotide metabolic process","5/147","107/8855",0.0467289719626168,2.81486426346239,2.45386613267817,0.0324846886198,0.546383527792934,0.531324537871179,"GIT1/TPI1/TP53/MDH2/VCP",5
