"Gene_set","Database","Pathway_ID","Pathway","GeneRatio","BgRatio","Count","P_value","Adjusted_P_value_FDR","Genes"
"loss_down","GO_BP","GO:0031570","DNA integrity checkpoint signaling","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0034644","cellular response to UV","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0048145","regulation of fibroblast proliferation","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0050920","regulation of chemotaxis","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"C5"
"loss_down","GO_BP","GO:0071456","cellular response to hypoxia","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0080171","lytic vacuole organization","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"AP5Z1"
"loss_down","GO_BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","1/11","13/1522",1,0.0903284131440444,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0010629","negative regulation of gene expression","3/11","155/1522",3,0.092816700752106,0.356313560879868,"FASTK;TBRG4;TP53"
"loss_down","GO_BP","GO:0006810","transport","5/11","361/1522",5,0.0943362915633884,0.356313560879868,"SLC43A1;PDIA4;LIMK1;AP5Z1;TP53"
"loss_down","GO_BP","GO:0000045","autophagosome assembly","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"AP5Z1"
"loss_down","GO_BP","GO:0002244","hematopoietic progenitor cell differentiation","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0006289","nucleotide-excision repair","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0036294","cellular response to decreased oxygen levels","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0042752","regulation of circadian rhythm","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0062014","negative regulation of small molecule metabolic process","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0071479","cellular response to ionizing radiation","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0072089","stem cell proliferation","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0140888","interferon-mediated signaling pathway","1/11","14/1522",1,0.0969595512854727,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0030334","regulation of cell migration","2/11","77/1522",2,0.103379583617226,0.356313560879868,"C5;FGF3"
"loss_down","GO_BP","GO:0002685","regulation of leukocyte migration","1/11","15/1522",1,0.103546716362303,0.356313560879868,"C5"
"loss_down","GO_BP","GO:0006278","RNA-templated DNA biosynthetic process","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0007004","telomere maintenance via telomerase","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0007006","mitochondrial membrane organization","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0007030","Golgi organization","1/11","15/1522",1,0.103546716362303,0.356313560879868,"AP5Z1"
"loss_down","GO_BP","GO:0015695","organic cation transport","1/11","15/1522",1,0.103546716362303,0.356313560879868,"SLC43A1"
