distance_bp,Scramble replicate 1,Scramble replicate 2,Scramble mean,Scramble sem,p53KD replicate 1,p53KD replicate 2,p53KD mean,p53KD sem
-707.0707070707072,0.17129217662222102,0.1774589464974788,0.1743755615598499,0.0030833849376288858,0.09035643376986545,0.03686771369801135,0.0636120737339384,0.026744360035927044
-666.6666666666667,0.18115529877739306,0.19708077787578246,0.18911803832658775,0.0079627395491947,0.08700427657905185,0.033942684648029096,0.06047348061354048,0.026530795965511375
-626.2626262626263,0.20025520961727508,0.20552392494989488,0.20288956728358498,0.0026343576663099,0.0756133842449552,0.03264077999218855,0.054127082118571875,0.021486302126383326
-585.8585858585859,0.22182825889274863,0.18633448305850228,0.20408137097562545,0.017746887917123172,0.07016112470156738,0.023045829176553533,0.04660347693906046,0.023557647762506916
-545.4545454545455,0.2442379177790939,0.1866704786020619,0.2154541981905779,0.028783719588515996,0.067248869142994,0.017838486739603383,0.04254367794129869,0.024705191201695308
-505.0505050505051,0.2538932611532455,0.19189266426925317,0.22289296271124934,0.031000298441996168,0.07973359407657488,0.017757362774892017,0.04874547842573344,0.030988115650841426
-464.64646464646466,0.25698458336071933,0.19338329420329375,0.22518393878200654,0.03180064457871279,0.085734638507101,0.01820537316546376,0.05197000583628238,0.03376463267081862
-424.24242424242425,0.25099088930042596,0.22810598164124665,0.23954843547083632,0.011442453829589652,0.08569050896663354,0.021574982829389182,0.053632745898011355,0.03205776306862217
-383.83838383838383,0.24618688291175725,0.23549942149319186,0.24084315220247454,0.005343730709282693,0.0974793521222282,0.03455572151358606,0.06601753681790713,0.03146181530432107
-343.43434343434365,0.24968600782398087,0.2350392266524779,0.24236261723822938,0.007323390585751488,0.07976560265571431,0.04249007902977091,0.06112784084274261,0.018637761812971696
-303.03030303030323,0.26724153243996196,0.2638237706195546,0.26553265152975825,0.0017088809102036862,0.0591003011650173,0.05585075163039922,0.05747552639770826,0.0016247747673090382
-262.6262626262628,0.28294793786264827,0.2712756914568379,0.2771118146597431,0.00583612320290519,0.05993756744910828,0.0662350459141834,0.06308630668164585,0.0031487392325375597
-222.2222222222224,0.30608487210574653,0.2718089757495494,0.288946923927648,0.017137948178098574,0.05820913272446929,0.06659463168493295,0.062401882204701116,0.004192749480231829
-181.81818181818198,0.3130076525657759,0.29222677439293226,0.3026172134793541,0.010390439086421815,0.061986695003219065,0.05956675544837101,0.06077672522579504,0.0012099697774240262
