total_Scramble_peaks,total_KD_peaks,shared_overlap_loci,Scramble_peaks_with_overlap,KD_peaks_with_overlap,Scramble_only_peaks,KD_only_peaks,Scramble_only_percent,KD_only_percent,Scramble_shared_percent,KD_shared_percent
5068,8449,2673,2606,2349,2462,6100,48.57932123125493,72.19789324180377,51.42067876874507,27.802106758196235
