normalized_gene_position_percent,"p53, 0 hr"
0.0,0.14299382679918368
1.0101010101010102,0.10944591396484678
2.0202020202020203,0.0881198880854874
3.0303030303030303,0.07302306677503682
4.040404040404041,0.0621410702333529
5.050505050505051,0.054001043998949845
6.0606060606060606,0.04806120889311023
7.070707070707071,0.0438917434307547
8.080808080808081,0.04180291355227286
9.090909090909092,0.03848838772072641
10.101010101010102,0.03631685586484885
11.111111111111112,0.034325784569949495
12.121212121212121,0.033870799730129936
13.131313131313131,0.030703405922841306
14.141414141414142,0.02913431177413838
15.151515151515152,0.028034751698180076
16.161616161616163,0.027040721571612046
17.171717171717173,0.025543089536503572
18.181818181818183,0.023945707953805354
19.191919191919194,0.02378039481336929
20.202020202020204,0.022891607925055367
21.212121212121215,0.02253156671207325
22.222222222222225,0.022674338424159602
23.232323232323235,0.022731276583169906
24.242424242424242,0.021683471637624106
25.252525252525253,0.02131308299312444
26.262626262626263,0.021121632265975264
27.272727272727273,0.02053154327577401
28.282828282828284,0.019118224736532064
29.292929292929294,0.018927676370882413
30.303030303030305,0.017746144078515984
31.313131313131315,0.01801100526221865
32.323232323232325,0.017758716620822766
33.333333333333336,0.017138540774832938
34.343434343434346,0.016570961816303974
35.35353535353536,0.0157691907152259
36.36363636363637,0.015543741521792075
37.37373737373738,0.015885801767305915
38.38383838383839,0.015694931400614752
39.3939393939394,0.016248647846019402
40.40404040404041,0.015436979047129037
41.41414141414142,0.015177614166781584
42.42424242424243,0.014314868424959706
43.43434343434344,0.014398779271366218
44.44444444444445,0.013757912753675074
45.45454545454546,0.01416740906536987
46.46464646464647,0.013928323848275127
47.47474747474748,0.013123318093812637
48.484848484848484,0.012945061384155227
49.494949494949495,0.012546610698634435
50.505050505050505,0.012284618421948352
51.515151515151516,0.01244292590652578
52.525252525252526,0.012965689293968387
53.535353535353536,0.012974529517066955
54.54545454545455,0.01326659861517059
55.55555555555556,0.013646827826727992
56.56565656565657,0.012703155960518993
57.57575757575758,0.01280574933575803
58.58585858585859,0.012478172669480253
59.5959595959596,0.012133242395213335
60.60606060606061,0.011428759257421437
61.61616161616162,0.012384278909194376
62.62626262626263,0.012051863280383202
63.63636363636364,0.012816281912167105
64.64646464646465,0.012118827617075771
65.65656565656566,0.012302579730624102
66.66666666666667,0.011463134078697104
67.67676767676768,0.011163317063750572
68.68686868686869,0.011834901584450566
69.6969696969697,0.01128188357249106
70.70707070707071,0.011363306923965422
71.71717171717172,0.01191608120939146
72.72727272727273,0.011460374183942853
73.73737373737374,0.011706778073493858
74.74747474747475,0.011332177111908997
75.75757575757576,0.01087374759364467
76.76767676767678,0.010899033738158419
77.77777777777779,0.011063688109178873
78.7878787878788,0.011089723007752081
79.7979797979798,0.01046250572743877
80.80808080808082,0.010920363119939276
81.81818181818183,0.011542744996393982
82.82828282828284,0.011717475697061714
83.83838383838385,0.011620788770711857
84.84848484848486,0.011813537873847115
85.85858585858587,0.011353038962113846
86.86868686868688,0.01117353103304662
87.87878787878789,0.011926391278089837
88.8888888888889,0.010930326475836204
89.89898989898991,0.010567690980345195
90.90909090909092,0.011739848228472214
91.91919191919193,0.011875796146204093
92.92929292929294,0.012309162241595128
93.93939393939395,0.012903709511552208
94.94949494949496,0.01357273634074536
95.95959595959597,0.014190524641070863
96.96969696969697,0.014752960656038533
97.97979797979798,0.014786628660672855
98.98989898989899,0.014833663457485017
100.0,0.014520965335772063
