Gene,RNA_log2FC,RNA_stat,RNA_padj,RNA_baseMean,RNA_ID_rows,H4K16ac_Fold_median,H4K16ac_Fold_mean,H4K16ac_min_FDR,H4K16ac_peak_count,H4K16ac_Fold_nearest_TSS
FBXW4,-1.3733900051261183,-6.823017767252634,1.1130636392108114e-10,165.70891596730198,1,-4.16865260813796,-4.16865260813796,0.0097420593982534,1,-4.16865260813796
FBXW9,0.1056754526236265,0.4676736730781047,0.7684738397342112,114.22576188434049,1,-0.403952624121146,-0.403952624121146,0.658308334352614,1,-0.403952624121146
FCHSD2,-0.1609392053453444,-1.1511182596302785,0.3948860614561746,342.78969850457395,1,-6.74995218438461,-6.74995218438461,0.001443164008341,1,-6.74995218438461
FDXR,-0.7354045190925543,-3.7247169165217433,0.0008388022993054,173.9814757383907,1,-0.123284282345027,-0.123284282345027,0.890241311701318,1,-0.123284282345027
FERMT1,-0.1565535417622425,-1.5571694105778482,0.2237188692100004,1411.1934278612732,1,0.22425532289034,0.22425532289034,0.790282441659677,1,0.22425532289034
FGD5-AS1,-0.1264504271998138,-1.2668359482159552,0.340541884203425,888.7885762524667,1,0.16553333395982,0.16553333395982,0.873080715676223,1,0.16553333395982
FGF18,1.2369371874408537,4.593561057011842,2.549550435708562e-05,80.24915921831482,1,-0.683156444349119,-0.683156444349119,0.432484345052538,1,-0.683156444349119
FGF3,-1.751997482962046,-13.846675285343164,1.4363948162109414e-41,903.9671506793088,1,-1.84033744222388,-1.84033744222388,0.0307283444727661,1,-1.84033744222388
FGFR1OP2,1.4079750516409195,13.293813752161284,2.195720678082579e-38,971.3429607609404,1,-0.774608019659125,-0.774608019659125,0.319100379264276,1,-0.774608019659125
FHAD1,-0.6443181019261914,-1.5178536229748976,0.2381173249280726,32.17273700617832,1,-0.0715172554161748,-0.0715172554161748,0.932253891177661,1,-0.0715172554161748
FHIT,0.505849623663776,0.9916493199844008,0.476128735646957,21.880460779447496,1,-0.379862604412312,-0.379862604412312,0.693937537588107,1,-0.379862604412312
FIS1,-0.6263133277401538,-6.070138874814014,1.2393081254871362e-08,1056.5066679163826,1,0.160548324464338,0.160548324464338,0.878809123954509,1,0.160548324464338
FIZ1,-0.7458619019362038,-4.684604485016592,1.688406784143667e-05,265.18827925600124,1,-1.0839611932645,-1.0839611932645,0.134365503092167,1,-1.0839611932645
FKBP11,-0.215873578140661,-1.7713254078395655,0.156272212801557,696.2900198007538,1,0.201304870270527,0.201304870270527,0.854703680798006,1,0.201304870270527
FKBP9,-0.897635746642695,-6.617852983710345,4.286781372018228e-10,560.2847123596903,1,-1.66902945340259,-1.66902945340259,0.0431180774279267,1,-1.66902945340259
FKBP9P1,-1.3980557425562135,-2.630875853257761,0.0034345049825022,51.75924617274558,2,-1.41973426508441,-1.41973426508441,0.110524900888474,1,-1.41973426508441
FKTN,-0.4977466033346759,-3.5825846667065555,0.0013885595291353,362.0630274238474,1,-0.353297592926367,-0.353297592926367,0.5847422367813,1,-0.353297592926367
FLCN,0.0859534251998032,0.6152899556334268,0.6853417346812442,332.95415366337375,1,-0.710001123372796,-0.710001123372796,0.409060311424243,1,-0.710001123372796
FMC1,-0.804192505325963,-1.339185736775061,0.3089266120364478,17.559060397234752,1,-1.46477047956167,-1.46477047956167,0.0451834358710382,1,-1.46477047956167
FMNL1-DT,-0.7402609860087527,-2.745369169896245,0.0178879746286143,112.99475409795008,1,-1.11344145845877,-1.11344145845877,0.132766061020311,1,-1.11344145845877
FOSL1,0.6665151547315717,6.712371513942802,2.3150157368035122e-10,2025.42147369491,1,-1.02480111488323,-1.02480111488323,0.208986112102438,1,-1.02480111488323
FOSL2,-0.1097521701537051,-1.2981740323339317,0.3266635240734857,1460.335684811126,1,-0.376480718072302,-0.376480718072302,0.711449673442036,1,-0.376480718072302
FOXK1,-0.9053955848984402,-9.492207759982051,6.464046669417966e-20,1662.5741071279797,1,-0.716483055569437,-0.716483055569437,0.382743683818433,1,-0.716483055569437
FOXK2,0.7723157037724049,8.67891838671537,8.772148621969241e-17,1580.8800934441767,1,-0.48092836807446,-0.48092836807446,0.500692917053636,1,-0.48092836807446
FOXN3,0.2068273852462695,1.8978022486442343,0.1240633086789414,808.1385877017444,1,-0.5992460007205375,-0.5992460007205375,0.0144498537826234,2,0.783970166264645
FOXRED2,-0.3382692492289375,-2.798931333575178,0.015464157048193,644.5647593261199,1,-0.684780914159612,-0.684780914159612,0.429163998747097,1,-0.684780914159612
FSCN1,-1.0871054568449885,-10.015691549194893,4.371889813337565e-22,857.374881261067,1,0.106337683930629,0.106337683930629,0.587516477939907,2,0.514031988355747
FSTL4,-5.482801385545372,-13.916271292507314,5.756998850270128e-42,125.18118968588598,1,0.005039137071444495,0.005039137071444495,0.886111407710741,2,0.130364448241585
FTL,-0.0792639391057712,-0.959130223060732,0.493516638660001,9402.475546985705,1,-0.441317448187448,-0.441317448187448,0.609516908600777,1,-0.441317448187448
FTSJ1,0.1126713511718105,1.184390836578237,0.3789963591253886,1026.6385161816418,1,-0.53134588358099,-0.53134588358099,0.572629204036582,1,-0.53134588358099
FTSJ3,0.937835625770482,9.836512089166789,2.505633084393753e-21,1336.178029337397,1,-0.492122496465486,-0.492122496465486,0.592139266774897,1,-0.492122496465486
FUCA2,-0.4579845862831649,-4.304073842529552,8.819863253353911e-05,905.682408979339,1,-1.19407636760983,-1.19407636760983,0.127009940279505,1,-1.19407636760983
FUOM,-1.583456954572756,-3.5854888435299643,0.0013760715734119,39.496964510366894,1,-0.231498510661408,-0.231498510661408,0.832929435366509,1,-0.231498510661408
FUS,-0.0984866921459135,-1.1960112427075014,0.3734675526305202,3945.555114423224,1,-0.614935040607042,-0.614935040607042,0.480641898074343,1,-0.614935040607042
FUT4,0.1273639208029879,0.9697865360631291,0.4876570087098326,459.7718084571422,1,-1.0116558179335,-1.0116558179335,0.231514706947044,1,-1.0116558179335
FYN,-0.7102681012424815,-7.382357510773528,2.3396985926957155e-12,1195.9485105282822,1,-0.7157553719316345,-0.7157553719316345,0.0234339948788788,2,-1.60709212982622
G6PC3,-0.5904703297407624,-5.2052810680883255,1.391529576242591e-06,982.5269880474012,1,0.0254134447151826,0.0254134447151826,0.984822527881464,1,0.0254134447151826
GABARAP,-0.0174815023863471,-0.0688041284603334,0.9715598820052308,102.58948913323104,1,-3.13846378190671,-3.13846378190671,0.0116148467683032,1,-3.13846378190671
GABPA,-0.1203216842423777,-0.7119312445695398,0.6307165913790281,234.88535036634943,1,-0.582670660779716,-0.582670660779716,0.522654756882713,1,-0.582670660779716
GABPB1-AS1,-0.2778399573284486,-1.6540608987175425,0.191740950707643,457.25088413511855,1,-0.860940812793923,-0.860940812793923,0.300579959096414,1,-0.860940812793923
GABPB2,0.48949080269538,2.4463137571110507,0.0382953459384308,158.6752544446211,1,-0.68774368750745,-0.68774368750745,0.429192419386894,1,-0.68774368750745
GADD45B,0.3361941583107966,2.3841814098202576,0.0442639332997426,345.30402252294084,1,0.0222191495172367,0.0222191495172367,0.984766509593616,1,0.0222191495172367
GALNT6,-0.8643163053469286,-7.827741723285949,8.617743141802313e-14,1790.8540780263868,1,-0.188798063277645,-0.188798063277645,0.846637008928623,1,-0.188798063277645
GANAB,-0.6666640202480845,-7.6550516739085905,3.146502212897211e-13,7173.56621842742,1,-0.787873644303664,-0.787873644303664,0.346062418366117,1,-0.787873644303664
GAPDH-DT,-0.6995386079449935,-0.6981809666764969,0.6387970417532431,5.540860340737863,1,-0.948827557825012,-0.948827557825012,0.214235070092282,1,-0.948827557825012
GART,-0.2480625755715688,-2.4553202248347445,0.0375101746113463,1836.551388963092,1,-1.6260992750048,-1.6260992750048,0.0731725656012993,1,-1.6260992750048
GAS5,0.6148700466419855,7.382817636853534,2.3338701462099797e-12,1863.4241459285588,1,-0.412601210280094,-0.412601210280094,0.654262693519241,1,-0.412601210280094
GAS6,-2.565895101521649,-18.897325622429587,5.6835125149553786e-77,788.2420643268463,1,0.144672452933137,0.144672452933137,0.863597546610623,1,0.144672452933137
GATAD2A,0.3429654734482742,4.355947668353865,7.092882456381585e-05,2621.264579191743,1,-1.48143265834493,-1.48143265834493,0.0660044329006579,1,-1.48143265834493
GATB,0.0327508084882064,0.2024208981634398,0.9095872759111896,273.977592766195,1,-0.568508965300158,-0.568508965300158,0.522654756882713,1,-0.568508965300158
GDF15,-3.4636032043853904,-13.199984012311088,7.495986196814229e-38,132.37365677367626,1,0.0098240863316652,0.0098240863316652,0.993997153496232,1,0.0098240863316652
GDF9,-0.3792786464910989,-0.4447048583250664,0.7808662224004854,7.562127133429037,1,-0.275353086885748,-0.275353086885748,0.792567400249685,1,-0.275353086885748
GDI2,0.0614882494798929,0.8611574970748452,0.5464302467580171,3228.536172818537,1,-1.1191214884173,-1.1191214884173,0.0961655084735198,1,-1.1191214884173
GDPD5,-0.3864646320438785,-2.05266735978686,0.091681633675282,170.4746234288452,1,-0.716457942323185,-0.716457942323185,0.377501675757895,1,-0.716457942323185
GEMIN4,0.0120098362151284,0.1412438336367427,0.938981447126098,1643.9351334414057,1,-1.60204611259583,-1.60204611259583,0.0031213781358543,1,-1.60204611259583
GEMIN8,-0.7746846786122548,-3.024484880796397,0.008234470748893,94.34351149168198,1,-5.04447630275578,-5.04447630275578,0.0071981120248563,1,-5.04447630275578
GET4,-1.4992283006496745,-6.7053069357402215,2.4279547351912226e-10,153.8004709568116,1,-0.450502535263466,-0.450502535263466,0.634434778606944,1,-0.450502535263466
GGA3,0.1059312863122813,0.8755516863713884,0.5386418475388263,529.0657721197384,1,-0.884053424431346,-0.884053424431346,0.286424854708592,1,-0.884053424431346
GINS1,-0.3217071021314268,-2.5219214447624405,0.031780193521272,461.9846977547261,1,-0.800334335445291,-0.800334335445291,0.328103401094363,1,-0.800334335445291
GIT1,0.4041669000682571,4.580076927358323,2.702056817863744e-05,1446.6465112714268,1,-5.44522687902751,-5.44522687902751,0.0051460709528725,1,-5.44522687902751
GJA3,-0.226207923304501,-2.1154468925581424,0.0807106766466228,1177.4577782255772,1,0.176913289312091,0.176913289312091,0.865385690011426,1,0.176913289312091
GJB3,-0.2799621518985584,-2.3335714537597125,0.0496633647079744,666.5037597934802,1,-1.48008896955928,-1.48008896955928,0.13698160006234,1,-1.48008896955928
GLI2,0.4747175813005821,2.193146953589145,0.0682633795135186,123.8117143123104,1,-1.19798471554731,-1.19798471554731,0.1450204297489,1,-1.19798471554731
GLI3,-0.3328381580349769,-4.3788300512007154,6.440542255644843e-05,2559.962792172176,1,-0.996067854679501,-0.996067854679501,0.203822483379744,1,-0.996067854679501
GLOD4,-0.5573730525154799,-6.039665491788104,1.4765217415500225e-08,1154.2084356654998,1,-0.469056960270022,-0.469056960270022,0.627679091333823,1,-0.469056960270022
GLRX,0.0428243271037747,0.3066106533908941,0.8572471627840488,389.2822948167732,1,0.0320929797501861,0.0320929797501861,0.977131075976984,1,0.0320929797501861
GLS,0.0593133555601762,0.6698105082991104,0.6546173887262993,1632.149325549159,1,-1.47778086901672,-1.47778086901672,0.105521779724958,1,-1.47778086901672
GMFB,0.5646809390824543,5.124145888819377,2.0867533056909565e-06,633.5665960617501,1,-0.792502994557781,-0.792502994557781,0.326518601394815,1,-0.792502994557781
GMNN,-0.0913828277596401,-0.6026402734976032,0.6921578462845246,329.2446940475462,1,-0.0625671597947566,-0.0625671597947566,0.955804930737211,1,-0.0625671597947566
GMPPB,0.3077874143119878,2.3542158494825047,0.047388292061396,442.32281667758485,1,-1.81468847576608,-1.81468847576608,0.0724232763192184,1,-1.81468847576608
GMPS,0.9442893277660624,9.766411332272602,4.8958999658036215e-21,1941.186063547692,1,-1.29011978708017,-1.29011978708017,0.118507027284012,1,-1.29011978708017
GNA12,-0.762264997661208,-6.824814530211102,1.1009802972303067e-10,818.80726502743,1,-1.76495325977625,-1.76495325977625,0.0141862756380074,1,-1.76495325977625
GNA13,0.952929250714679,8.660471235882019,1.0257255197974932e-16,738.8702810630638,1,-0.665570895631118,-0.665570895631118,0.442956406867031,1,-0.665570895631118
GNL3L,0.3133568412779317,3.88089971548782,0.0004738811444387,1898.8502177428427,1,0.0127427239766388,0.0127427239766388,0.992827945208132,1,0.0127427239766388
GNPDA1,0.2735665124320094,2.74972659368017,0.0176719250826767,1049.7507844138356,1,-0.536991376485636,-0.536991376485636,0.569138394830768,1,-0.536991376485636
GOLM1,-0.1654035881895774,-1.7903841576328698,0.151015727954429,1915.5653895336427,1,-0.155877330560472,-0.155877330560472,0.864017979217365,1,-0.155877330560472
GOLM2,-0.2760703731436046,-2.510699763535488,0.0326571578031155,699.0506217060848,1,-0.317600311390656,-0.317600311390656,0.659101693314199,1,-0.317600311390656
GORASP2,0.1693311198936433,2.003246645565737,0.100929163001175,2202.8232753748925,1,-0.566991615926022,-0.566991615926022,0.532307713736577,1,-0.566991615926022
GPER1,-1.7995855048410665,-4.475778138270488,4.236806965546481e-05,34.676813996025224,1,-0.829954043527486,-0.829954043527486,0.317024042446781,1,-0.829954043527486
GPR137,-0.3933567728952355,-3.236257659259811,0.0043282131943289,651.8270248237228,1,-0.743222194669573,-0.743222194669573,0.370772220490643,1,-0.743222194669573
GPR155-DT,-0.0930434525983904,-0.0911065016710787,0.9614830437077512,5.502051472362263,1,-0.479993560273762,-0.479993560273762,0.613455988650153,1,-0.479993560273762
GPR157,-0.7289129222526484,-3.7543919066431553,0.0007570402045707,238.68354507317463,1,-0.925790077353884,-0.925790077353884,0.25850724638249,1,-0.925790077353884
GPSM1,-0.1233478262231677,-0.6567633603019709,0.6613568437044653,194.65268466174632,1,-0.418113900400153,-0.418113900400153,0.632561903848937,1,-0.418113900400153
GPX1,0.1728342298934363,1.1281895808332745,0.4054464774473941,357.81653662135864,1,-0.257119634590693,-0.257119634590693,0.812149620231784,1,-0.257119634590693
GRAMD4,-1.040597264809546,-7.045919349797321,2.4785323052212985e-11,420.94424493597177,1,0.345976437860568,0.345976437860568,0.73442163025309,1,0.345976437860568
GRB7,-0.6850250632808229,-3.711070934265841,0.000880753121185,186.21792801796428,1,0.000414205166947,0.000414205166947,0.999523966176675,1,0.000414205166947
GRIK4,-5.646992899528135,-7.214731004816785,7.700675910879715e-12,53.815893021771146,1,0.250340796411819,0.250340796411819,0.79565142068141,1,0.250340796411819
GRK2,-0.9909003275540504,-11.360359026055669,3.32171726620879e-28,1335.6758611855116,1,0.201711349131028,0.201711349131028,0.854703680798006,1,0.201711349131028
GRK6,-0.4980234860653463,-5.959314088787292,2.3582891714129837e-08,1558.0465801001214,1,-1.00266157208464,-1.00266157208464,0.221042145831825,1,-1.00266157208464
GRSF1,0.1629516490196991,1.96160708854812,0.1098324879514649,1809.1953215151864,1,-0.455410054536584,-0.455410054536584,0.635495734749894,1,-0.455410054536584
GSK3B-DT,-0.4826789318869571,-0.8874421944770359,0.5320058614334232,20.00750678828314,1,-0.836934207727666,-0.836934207727666,0.252283407639987,1,-0.836934207727666
GSR,0.0409108140480277,0.4271221642077431,0.7901000391845027,1031.054980344352,1,-0.831774642220394,-0.831774642220394,0.321856031991203,1,-0.831774642220394
GSS,-0.3886593165294782,-3.981599017777164,0.0003231834222586,1480.132149717401,1,-0.389775012654291,-0.389775012654291,0.695534365418192,1,-0.389775012654291
GSTP1,-0.7122144047501968,-8.887482569158145,1.4627860100279145e-17,3457.422902987818,1,-0.19263677755061,-0.19263677755061,0.856079756364035,1,-0.19263677755061
GSX1,-0.5980656330431076,-1.4191569942414428,0.2758489601601612,31.288300422727957,1,-0.428677822431658,-0.428677822431658,0.644686560999313,1,-0.428677822431658
GTF2I,-0.1949797153266513,-1.5149442747342905,0.2391069923618752,971.8445127525353,1,-0.556504526774922,-0.556504526774922,0.48964626680528,1,-0.556504526774922
GTF2IP23,0.4708169344442073,0.4633329600661298,0.7709026390486884,5.300688021912465,1,-0.248337925256797,-0.248337925256797,0.820528120906278,1,-0.248337925256797
GTF2IRD1,-0.7688343413582621,-7.365893494352942,2.634744702923489e-12,906.3789327402968,1,-0.746616752040964,-0.3814053823312857,0.279359173181772,3,-0.746616752040964
GTF2IRD2B,-1.3093182139567503,-1.7761408046775442,0.1548796629401406,11.586989282232654,1,0.719080646885139,0.719080646885139,0.39820570435914,1,0.719080646885139
GTF3A,0.0345968738620243,0.4108326954061824,0.799372692225732,2272.7528209352663,1,-0.52359679422974,-0.52359679422974,0.563378925895113,1,-0.52359679422974
GTF3C2-AS2,-0.2458184645430558,-0.8819049268461778,0.5352641581642192,88.89159751377737,1,-0.259013976367957,-0.259013976367957,0.790282441659677,1,-0.259013976367957
GTF3C6,0.241869502562586,1.3638151071897415,0.2985711383717731,258.0648135647559,1,-0.488370144666234,-0.488370144666234,0.601265332473038,1,-0.488370144666234
GTPBP1,-0.2436756213978044,-2.3976760790240124,0.0428897233859518,806.8494942221857,1,-6.05423505822111,-6.05423505822111,0.002555191414672,1,-6.05423505822111
GUSB,-1.810403428329609,-14.363734380170053,1.1576761686512566e-44,663.7337527276325,1,-0.132182460105854,-0.132182460105854,0.901384841001696,1,-0.132182460105854
GZF1,0.1595056085224715,1.2838313421387668,0.3328604632475942,464.07730459255527,1,-1.01710007570865,-1.01710007570865,0.148697474799926,1,-1.01710007570865
H2BC17,-1.0373180375938442,-1.3103460623480023,0.3211916970323797,9.458288014192936,1,-1.20753204498289,-1.20753204498289,0.130425683869448,1,-1.20753204498289
H3-3B,0.2462987371432264,3.1170881875155483,0.0062407360904723,3502.991007187342,1,-0.740122040170975,-0.740122040170975,0.226285024614391,1,-0.740122040170975
H4C1,-1.3686131522244829,-1.4931816657423278,0.2471287777012263,6.801030901413438,1,-0.102057577062525,-0.102057577062525,0.913387078620691,1,-0.102057577062525
HACD3,-0.5759193085475509,-5.31024849096753,8.173455899190511e-07,1088.59371055339,1,-1.22173262960546,-1.22173262960546,0.140447821030057,1,-1.22173262960546
HACL1,-0.2342350054401102,-1.4764715911212627,0.253258933938729,291.7300385669674,1,-0.0636573542070693,-0.0636573542070693,0.947568479014303,1,-0.0636573542070693
HAPSTR1,0.8256458885843944,7.250130651573046,6.037748303303559e-12,621.0794031641497,1,-0.284679523792703,-0.284679523792703,0.790282441659677,1,-0.284679523792703
HAS3,-2.386198701310988,-7.387682311197971,2.2587816258508808e-12,347.38740436343653,1,-0.115950382758271,-0.115950382758271,0.914999937135485,1,-0.115950382758271
HAUS7,-0.7639672371324641,-1.5814874255748097,0.2156375146241795,25.73537153888399,1,-0.706144792813725,-0.706144792813725,0.392508215211152,1,-0.706144792813725
HCST,-1.1536702516605442,-3.1162146029841296,0.0062543867993786,41.84484047474618,1,0.481272618467823,0.481272618467823,0.613939493580586,1,0.481272618467823
HDAC1,-0.2888857279935069,-3.0852481169245043,0.0068696496119259,1070.4904734501342,1,-0.282700296334134,-0.282700296334134,0.790282441659677,1,-0.282700296334134
HDAC4,-0.2762553505917187,-2.6185574009654817,0.0248845078199945,894.5427137667542,1,-0.774918798524196,-0.6932088475609594,0.238311578677796,3,-0.342080195512584
HDAC7,0.5021123054163469,5.505034455500336,2.929563190958632e-07,1331.9365057009968,1,-0.144154236634101,-0.144154236634101,0.890149111885154,1,-0.144154236634101
HDGF,0.0373505709940122,0.4935179174883643,0.7540022459743159,7155.45500584488,1,-0.104899861609467,-0.24194021329237878,0.403679552531771,3,-0.716860821657419
HDLBP,0.3732913591128572,5.429001260913273,4.368194651020829e-07,4954.410392532749,1,-0.422947829697533,-0.422947829697533,0.66561319328156,1,-0.422947829697533
HEMK1,0.3073950173666778,1.6247968678704006,0.2010547798485196,181.0496387045927,1,-1.20810191427404,-1.20810191427404,0.169144708590615,1,-1.20810191427404
HERC1,0.1603998029496876,1.2094359073751226,0.3670512558779994,443.8623466698617,1,0.12024360952331631,0.12024360952331631,0.873080715676223,2,0.153018874638332
HERPUD1,-0.5549085852378409,-4.524607703570019,3.430741137361485e-05,598.3379703259167,1,-0.278238573504773,-0.278238573504773,0.787055049631918,1,-0.278238573504773
HES1,0.4882278734385106,3.2873007827134697,0.0036900823112491,326.54946138585785,1,-0.120988710785902,-0.120988710785902,0.908154990630604,1,-0.120988710785902
HEXIM1,0.6776784776589752,6.547774601630128,6.712653411281298e-10,995.5566169773772,1,-0.25338471348837,-0.25338471348837,0.800168549501369,1,-0.25338471348837
HEXIM2-AS1,-0.0219722493972307,-0.0375579598850757,0.985293519922488,15.500892771733742,1,-0.335025257587539,-0.335025257587539,0.726781233211033,1,-0.335025257587539
HIGD2A,0.0578087902613142,0.4487122555647838,0.7783769672939547,423.21889339634953,1,0.455506980787804,0.455506980787804,0.634434778606944,1,0.455506980787804
HINT2,-0.525365740677798,-1.0891631812626876,0.4250677398764082,23.630647966583336,1,-0.315404289587722,-0.315404289587722,0.695534365418192,1,-0.315404289587722
HINT3,0.7372882113461892,3.4746145701316915,0.002015408562929,145.6522332312646,1,-5.10821263310062,-5.10821263310062,0.0074890680472154,1,-5.10821263310062
HMGA1,0.1290179173036511,1.8620324036988536,0.1323782616327955,13750.439655227448,1,-0.480092077191604,-0.480092077191604,0.565260245214525,1,-0.480092077191604
HMGB2,0.0007587400846631,0.0073453377075143,0.9971373672264778,1894.589267994716,1,-0.633058457666658,-0.633058457666658,0.473564171304369,1,-0.633058457666658
HMGN2,-0.2733503286052473,-3.106304631436534,0.0064391142790946,1309.5155912408786,1,-0.645775187199233,-0.645775187199233,0.431751786825556,1,-0.645775187199233
HMMR,-0.0334241177874089,-0.331276056876305,0.8438167889109577,869.7185530898073,1,0.185039195472929,0.185039195472929,0.864017979217365,1,0.185039195472929
HMOX1,0.6273188836739018,1.9298472928639576,0.1168820282837964,57.71310702341963,1,-0.675076490251793,-0.675076490251793,0.408599186037056,1,-0.675076490251793
HNRNPA0,-0.0198118743702327,-0.248732521977033,0.885822880745991,3018.1520368994497,1,-1.49557975000353,-1.49557975000353,0.0576211387245941,1,-1.49557975000353
HNRNPAB,-0.4142885681233724,-5.330177976304076,7.391605522994976e-07,4795.286758385547,1,-1.01519913263882,-1.01519913263882,0.19438556621429,1,-1.01519913263882
HNRNPC,0.1452623124945366,1.688436489202356,0.1804450568241978,3224.5521696453134,1,-0.202503237745228,-0.202503237745228,0.853775062485105,1,-0.202503237745228
HNRNPD,0.5242066532305569,6.456113792087802,1.1952176675987984e-09,3445.1527605923657,1,-0.0607596905633401,-0.0607596905633401,0.95618436407547,1,-0.0607596905633401
HNRNPDL,0.106599983318375,1.3005398025029271,0.3255953176264307,2288.0158344713827,1,-0.227322422349872,-0.227322422349872,0.834369840584335,1,-0.227322422349872
HNRNPF,-0.0664262526303687,-0.916421434162498,0.5168191932478942,3576.5227047946664,1,0.100683844212814,0.100683844212814,0.926891171796322,1,0.100683844212814
HNRNPK,-0.0195800866704236,-0.2949591893389853,0.8624565139364387,6419.130833964397,1,-0.964561025168519,-0.964561025168519,0.235838763535535,1,-0.964561025168519
HNRNPUL1,0.3832255072144245,5.506138236051341,2.914931338909601e-07,5940.11065548821,1,-1.02905828195233,-1.02905828195233,0.0642875441160514,1,-1.02905828195233
HOOK2,-1.108994820840946,-6.824141331506692,1.1052707359313952e-10,400.4318479162559,1,-0.17480851068146203,-0.17480851068146203,0.564048935726476,2,0.187242557634967
HOTAIR,-0.8795070982987353,-3.9401296049875527,0.0003801231893384,147.66176151508932,1,-0.581593234336286,-0.6431673914418021,0.130425683869448,3,-0.581593234336286
HOXA10-AS,-1.669947652525009,-9.299471474438588,3.771601880963745e-19,219.5574959812797,1,0.0967104928667475,0.0967104928667475,0.933326208865954,1,0.0967104928667475
HOXA11-AS,-1.718009208337232,-5.4930381542894375,3.118057244936994e-07,76.21890404369368,1,0.129290738800231,0.129290738800231,0.883449860305013,1,0.129290738800231
HOXA7,-1.3618167987942913,-10.637137088411851,8.434787442623259e-25,527.1526121873616,1,-0.110720084360731,-0.110720084360731,0.903663910773731,1,-0.110720084360731
HOXB-AS1,1.183166063108915,2.4510720736093137,0.0378976702378028,26.59052806535265,1,-0.596018781713995,-0.596018781713995,0.504272779385644,1,-0.596018781713995
HOXC-AS3,0.3234688307826724,0.4546699940972167,0.7747806536691131,10.210069504614944,1,-0.423124704843327,-0.423124704843327,0.607224125782498,1,-0.423124704843327
HOXC6,0.1251829263383752,0.591372941217363,0.6993024612510703,127.39185842550386,1,-0.986470919236915,-0.986470919236915,0.226461428708927,1,-0.986470919236915
HPDL,-1.8874265555524377,-11.865404650077988,1.0975183102990922e-30,314.8630659907409,1,-1.57647572551508,-1.57647572551508,0.0179543377061432,1,-1.57647572551508
HRCT1,-0.2467511717393278,-0.3818998531891557,0.8159623499556806,12.12794497991017,1,-0.883654518653102,-0.883654518653102,0.23283890176282,1,-0.883654518653102
HS1BP3,0.1529386320893929,0.9708060278454969,0.4871063393212584,288.17578833236985,1,-0.559439987852194,-0.559439987852194,0.533447869724038,1,-0.559439987852194
HS1BP3-IT1,-0.0074207140517195,-0.0178808931483554,0.9926555357489756,30.540870210291946,1,-0.28454516258433804,-0.36701254995720595,0.178156615558206,4,-0.35711487508276
HSD17B1-AS1,-0.0047877506470367,-0.0255236694537179,0.9893842738867894,203.9256707720176,1,-0.572207841443273,-0.572207841443273,0.504272779385644,1,-0.572207841443273
HSD17B10,0.1323225362144987,1.354221434564027,0.3025902906712184,1281.4630240522065,1,0.117772492005672,0.117772492005672,0.909770293890461,1,0.117772492005672
HSDL1,-0.1424700496802304,-1.1888474470517645,0.3768581640816512,472.8712517868044,1,-0.570152619782249,-0.570152619782249,0.535609690281311,1,-0.570152619782249
HSDL2,-0.1472730751980219,-1.2424770236850653,0.3515649817920649,523.2244010344633,1,-1.15467525095977,-1.15467525095977,0.179031722651875,1,-1.15467525095977
HSF2BP,-1.6207513340223494,-2.3657140881262766,0.0461379507404269,13.90133730819574,1,-0.065350108900083,-0.065350108900083,0.937918109429536,1,-0.065350108900083
HSP90AA1,0.6256284854726742,7.535388125556262,7.672356760257855e-13,34782.95554036618,1,-0.315345487961923,-0.315345487961923,0.750507636387212,1,-0.315345487961923
HSP90AB1,0.1499066039023129,2.378860986628615,0.044804226664748,16202.987275678475,1,-0.0909591304754865,-0.0909591304754865,0.937478844816912,1,-0.0909591304754865
HSPA4,0.3138173177087724,4.285813549319479,9.522060865562446e-05,4704.470198739658,1,-0.856272884259766,-0.856272884259766,0.202853997232681,1,-0.856272884259766
HSPA4L,0.5853702245793413,4.353085898363299,7.178524947294415e-05,410.7712417743731,1,-4.03409083086368,-4.03409083086368,0.0064564323649242,1,-4.03409083086368
HSPB1,-0.3121003894253153,-3.4246294138603828,0.0023868209094027,1938.594889661936,1,-0.441108719918673,-0.441108719918673,0.627679091333823,1,-0.441108719918673
HSPD1,0.2709531153927612,4.216077567522968,0.0001272407360228,11575.51074369087,1,-0.443755501137768,-0.443755501137768,0.644686560999313,1,-0.443755501137768
HTRA2,0.2715744285259887,2.359992435808505,0.046786703226321,605.282545537054,1,-0.643412934277015,-0.643412934277015,0.466016251576475,1,-0.643412934277015
HYLS1,0.2416740684024992,1.086186099440389,0.426419970684777,144.75526744884365,1,-0.388212908865235,-0.388212908865235,0.670834468481448,1,-0.388212908865235
IBA57,0.3027175292689231,1.666049579832377,0.1877321788822399,202.89566476514148,1,-0.222281773950597,-0.222281773950597,0.782528121522966,1,-0.222281773950597
ICMT-DT,0.0727236054053497,0.0816340544718887,0.965128867511275,7.11247394109429,1,-0.475607902304104,-0.475607902304104,0.618881627414122,1,-0.475607902304104
ID2,0.3602063314488729,3.4844995942492005,0.0019483028148445,1019.8369285328944,1,-1.99329109593403,-1.99329109593403,0.0469345852738983,1,-1.99329109593403
IDH1,-0.1465734445666127,-1.2547478148265423,0.3459714093755447,600.0862320310868,1,-0.700324875650607,-0.700324875650607,0.400346367346729,1,-0.700324875650607
