distance_bp,control_mean,KD_mean,KD_minus_control
-2272.7272727272725,0.14448534115747516,0.08257454370794785,-0.06191079744952731
-2171.717171717172,0.09317816060570325,0.0823745864775666,-0.01080357412813666
-2070.7070707070707,0.08275787034874844,0.06840109749933995,-0.014356772849408521
-1969.6969696969695,0.09557172500680941,0.11471295375248483,0.019141228745675427
-1868.6868686868688,0.11587082944896697,0.16435006370318347,0.0484792342542165
-1767.6767676767677,0.06369082554624866,0.07814859368996935,0.014457768143720705
-1666.6666666666665,0.07125065855876592,0.02196072991220842,-0.049289928646557485
-1565.6565656565658,0.09079355979904306,0.05951119916569765,-0.03128236063334545
-1464.6464646464647,0.09327169911597342,0.0741429263855138,-0.01912877273045963
-1363.6363636363635,0.061629068272235084,0.050244143663680754,-0.011384924608554337
-1262.6262626262628,0.06653581458770125,0.14170050049421445,0.07516468590651319
-1161.6161616161617,0.09931631357778374,0.12023598747970218,0.020919673901918356
-1060.6060606060605,0.08605299982555403,0.03034713878593375,-0.05570586103962029
-959.5959595959594,0.06860991589144948,0.022396556030525337,-0.04621335986092415
-858.5858585858587,0.07478619379441029,0.05212057351154789,-0.022665620282862408
-757.575757575758,0.0936821807582124,0.09048961900166591,-0.003192561756546515
-656.5656565656564,0.13099219719787,0.09469622389724526,-0.03629597330062473
-555.5555555555557,0.19498798292531666,0.09798791397278647,-0.09700006895253017
-454.54545454545496,0.18479988779222334,0.13170592477862272,-0.053093963013600615
-353.53535353535335,0.20380805337769461,0.14967512758673523,-0.054132925790959394
-252.52525252525265,0.25713704524425274,0.22984687148601393,-0.027290173758238823
-151.51515151515196,0.3772486670593859,0.38122870010767407,0.0039800330482881435
-50.50505050505035,0.5189266512152971,0.6532522579409372,0.13432560672564028
50.50505050505035,0.5060941549679987,0.6059699594936783,0.09987580452567961
151.51515151515196,0.32423385922307285,0.3773251144793127,0.05309125525623982
252.52525252525265,0.24753945508923636,0.31894669796540875,0.07140724287617246
353.53535353535335,0.20538100239335047,0.22364254044061765,0.01826153804726724
454.54545454545496,0.1539393722273185,0.10641703649151042,-0.04752233573580803
555.5555555555557,0.20649459836474654,0.15494129149323524,-0.051553306871511294
656.5656565656564,0.19896153917584308,0.17615774725455438,-0.022803791921288733
757.575757575758,0.15196872025525499,0.11883586277745678,-0.03313285747779822
858.5858585858587,0.12877369805379646,0.12882770018061973,5.400212682335386e-05
959.5959595959594,0.12707153183837613,0.13518691873998814,0.008115386901612006
1060.606060606061,0.14915878208330033,0.1679250361061663,0.018766254022866018
1161.6161616161617,0.15128678072282067,0.16293749248127234,0.011650711758451634
1262.6262626262624,0.13446209460037264,0.08939931511312947,-0.045062779487243146
1363.636363636364,0.12447398618893327,0.08937736414814497,-0.03509662204078831
1464.6464646464647,0.1040655478013876,0.10738338481815499,0.0033178370167673767
1565.6565656565654,0.09206389555410514,0.0945432142825428,0.002479318728437644
1666.666666666667,0.07259428148703842,0.09933615282282299,0.026741871335784543
1767.6767676767677,0.06176982862971208,0.10261259568638388,0.040842767056671836
1868.6868686868684,0.10992050293782839,0.10074528603999201,-0.009175216897836376
1969.69696969697,0.10893582696127226,0.09951268727844982,-0.009423139682822409
2070.7070707070707,0.07934287344551133,0.09128498248571276,0.011942109040201418
2171.7171717171714,0.08106989149524074,0.06462536691180189,-0.016444524583438855
2272.727272727273,0.07592810399370702,0.09749676056800345,0.02156865657429645
2373.7373737373737,0.06620531641990589,0.06773350441609591,0.0015281879961900153
2474.7474747474744,0.06411243665576027,0.07212918289601884,0.00801674624025854
2575.757575757576,0.061245151178485814,0.08567130926719481,0.024426158088709002
2676.7676767676767,0.06081932786264023,0.09794217331361042,0.03712284545097021
2777.7777777777774,0.09760812079758738,0.1189557740997306,0.021347653302143277
2878.787878787879,0.09054512275475209,0.10543460015131258,0.014889477396560512
2979.7979797979797,0.061233249213867656,0.08102274937260139,0.01978950015873375
3080.8080808080813,0.06682824077355626,0.05495938005568137,-0.011868860717874886
3181.818181818182,0.07043412530421408,0.028593044357017046,-0.04184108094719703
3282.8282828282827,0.051113405798858924,0.045470054122751805,-0.005643351676107131
3383.8383838383834,0.05768231162682962,0.07091069743398513,0.013228385807155504
3484.848484848484,0.04415087674246652,0.06593086165285686,0.021779984910390335
3585.8585858585866,0.08054234607325834,0.04002771833285304,-0.040514627740405304
3686.8686868686873,0.06325269566188518,0.022814976758432002,-0.04043771890345319
